job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04283,Frontend Developer,Tech Mahindra,Remote,"We are looking for a Frontend Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include HTML, JavaScript, React. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹8-12 LPA,Internship
JOB04284,Cloud Engineer,Amazon,Remote,"We are looking for a Cloud Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Docker, Azure, Linux. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹8-12 LPA,Remote
JOB04285,SQL Developer,Mphasis,Remote,"We are looking for a SQL Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include ETL, PostgreSQL, SQL. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹3-5 LPA,Remote
JOB04286,Data Analyst,Persistent Systems,"Kolkata, West Bengal","We are looking for a Data Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Tableau, Excel, SQL, Power BI, Python. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,Not Disclosed,Remote
JOB04287,Data Engineer,Microsoft,"Chennai, Tamil Nadu","We are looking for a Data Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include AWS, SQL, Python, Spark. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹10-16 LPA,Remote
JOB04288,Cloud Engineer,Persistent Systems,"Kolkata, West Bengal","We are looking for a Cloud Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Azure, Linux, Cloud Computing. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹4-7 LPA,Internship
JOB04289,Database Administrator,Google,"Kolkata, West Bengal","We are looking for a Database Administrator to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Database, SQL, Oracle. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹12-20 LPA,Part-time
JOB04290,Cloud Engineer,LTIMindtree,"Chennai, Tamil Nadu","We are looking for a Cloud Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, AWS, Linux, Docker, Azure. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,₹12-20 LPA,Full-time
JOB04291,Database Administrator,HCLTech,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Database, Oracle, SQL. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,Not Disclosed,Remote
JOB04292,DevOps Engineer,IBM,"Jaipur, Rajasthan","We are looking for a DevOps Engineer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Linux, Kubernetes, Docker. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹4-7 LPA,Internship
JOB04293,Software Engineer,IBM,"Delhi, India","We are looking for a Software Engineer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Java, Git, Data Structures, C++, Python. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹3-5 LPA,Part-time
JOB04294,Full Stack Developer,TCS,"Mumbai, Maharashtra","We are looking for a Full Stack Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Node.js, HTML, JavaScript. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹10-16 LPA,Internship
JOB04295,Cybersecurity Analyst,IBM,"Pune, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include SIEM, Networking, Linux, Cybersecurity. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Internship
JOB04296,Web Developer,Persistent Systems,"Mumbai, Maharashtra","We are looking for a Web Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, HTML, Git. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹5-8 LPA,Internship
JOB04297,Python Developer,Cognizant,"Bengaluru, Karnataka","We are looking for a Python Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include REST API, Python, Flask, SQL, Django. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹3-5 LPA,Full-time
JOB04298,Database Administrator,Tech Mahindra,"Ahmedabad, Gujarat","We are looking for a Database Administrator to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include SQL, Database, MySQL, Oracle. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹5-8 LPA,Internship
JOB04299,Data Scientist,Mphasis,"Noida, Uttar Pradesh","We are looking for a Data Scientist to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include SQL, Python, Scikit-learn, Machine Learning, Pandas. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹5-8 LPA,Part-time
JOB04300,Java Developer,Deloitte,"Noida, Uttar Pradesh","We are looking for a Java Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Java, Git, Spring Boot, REST API. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹10-16 LPA,Contract
JOB04301,Data Scientist,Oracle,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Scikit-learn, SQL, Python, Pandas. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹3-5 LPA,Internship
JOB04302,AI Engineer,Accenture,"Bengaluru, Karnataka","We are looking for a AI Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Python, Deep Learning, Machine Learning, TensorFlow, NLP. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹3-5 LPA,Part-time
JOB04303,SQL Developer,TCS,Remote,"We are looking for a SQL Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Database, PostgreSQL, ETL, MySQL. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹12-20 LPA,Contract
JOB04304,Cloud Engineer,Adobe,"Ahmedabad, Gujarat","We are looking for a Cloud Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Docker, Linux, Cloud Computing, Azure. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹12-20 LPA,Part-time
JOB04305,Cybersecurity Analyst,Wipro,"Bengaluru, Karnataka","We are looking for a Cybersecurity Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Networking, SIEM, Linux, Cybersecurity, Python. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,Not Disclosed,Internship
JOB04306,AI Engineer,Infosys,"Delhi, India","We are looking for a AI Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Python, TensorFlow, NLP. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,Not Disclosed,Part-time
JOB04307,SQL Developer,TCS,"Bengaluru, Karnataka","We are looking for a SQL Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, ETL, MySQL, Database. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹8-12 LPA,Internship
JOB04308,Frontend Developer,Zoho,"Noida, Uttar Pradesh","We are looking for a Frontend Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include CSS, Tailwind CSS, React, HTML. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹3-5 LPA,Full-time
JOB04309,Web Developer,HCLTech,"Kolkata, West Bengal","We are looking for a Web Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Git, CSS, HTML, React. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹4-7 LPA,Part-time
JOB04310,DevOps Engineer,Capgemini,"Kolkata, West Bengal","We are looking for a DevOps Engineer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Linux. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹10-16 LPA,Remote
JOB04311,Business Analyst,Accenture,"Pune, Maharashtra","We are looking for a Business Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Power BI, Data Analysis, Communication. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,₹5-8 LPA,Remote
JOB04312,Data Scientist,Google,"Gurugram, Haryana","We are looking for a Data Scientist to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, Scikit-learn, Pandas. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹12-20 LPA,Internship
JOB04313,Python Developer,Google,"Jaipur, Rajasthan","We are looking for a Python Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, REST API, Django, Flask, SQL. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹8-12 LPA,Remote
JOB04314,Java Developer,Wipro,"Gurugram, Haryana","We are looking for a Java Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include REST API, Java, Git. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,Not Disclosed,Internship
JOB04315,SQL Developer,Infosys,"Noida, Uttar Pradesh","We are looking for a SQL Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Database, PostgreSQL, MySQL, ETL, SQL. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹6-10 LPA,Remote
JOB04316,Web Developer,Capgemini,"Gurugram, Haryana","We are looking for a Web Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Git, JavaScript, HTML, CSS, React. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹4-7 LPA,Internship
JOB04317,Database Administrator,Tech Mahindra,"Gurugram, Haryana","We are looking for a Database Administrator to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Linux, Database, Oracle, MySQL, SQL. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹8-12 LPA,Internship
JOB04318,Business Analyst,Google,"Kolkata, West Bengal","We are looking for a Business Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Excel, Data Analysis, Power BI, Communication, SQL. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹3-5 LPA,Part-time
JOB04319,Machine Learning Engineer,Infosys,"Ahmedabad, Gujarat","We are looking for a Machine Learning Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Python, TensorFlow, SQL, NLP, Machine Learning. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹5-8 LPA,Internship
JOB04320,Java Developer,Capgemini,"Bengaluru, Karnataka","We are looking for a Java Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Spring Boot, SQL, REST API, Git. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,₹3-5 LPA,Internship
JOB04321,Business Analyst,Amazon,"Kolkata, West Bengal","We are looking for a Business Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Power BI, SQL. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹10-16 LPA,Part-time
JOB04322,Java Developer,Persistent Systems,"Kolkata, West Bengal","We are looking for a Java Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Git, Java, Spring Boot. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹10-16 LPA,Internship
JOB04323,DevOps Engineer,TCS,"Kolkata, West Bengal","We are looking for a DevOps Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Linux, Docker, Kubernetes, Jenkins, AWS. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹6-10 LPA,Full-time
JOB04324,Frontend Developer,IBM,"Ahmedabad, Gujarat","We are looking for a Frontend Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include React, HTML, JavaScript, CSS. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹12-20 LPA,Part-time
JOB04325,Cybersecurity Analyst,Capgemini,"Delhi, India","We are looking for a Cybersecurity Analyst to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Networking, Cybersecurity, Python, Linux, SIEM. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹10-16 LPA,Contract
JOB04326,Java Developer,Accenture,"Jaipur, Rajasthan","We are looking for a Java Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Git, REST API, Spring Boot. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹12-20 LPA,Part-time
JOB04327,Software Engineer,HCLTech,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, C++, Git. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹12-20 LPA,Part-time
JOB04328,Data Analyst,Zoho,Remote,"We are looking for a Data Analyst to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Python, Power BI, Excel, Tableau. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,Not Disclosed,Remote
JOB04329,AI Engineer,Deloitte,"Gurugram, Haryana","We are looking for a AI Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include NLP, TensorFlow, Python. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹5-8 LPA,Internship
JOB04330,Python Developer,Tech Mahindra,"Gurugram, Haryana","We are looking for a Python Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include SQL, REST API, Django, Flask, Python. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹6-10 LPA,Part-time
JOB04331,Data Analyst,IBM,"Hyderabad, Telangana","We are looking for a Data Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Power BI, Tableau, SQL, Python. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹4-7 LPA,Contract
JOB04332,Software Engineer,Google,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, Java, Git. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹8-12 LPA,Full-time
JOB04333,Business Analyst,Adobe,"Hyderabad, Telangana","We are looking for a Business Analyst to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Power BI, Excel, Communication, SQL. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,Not Disclosed,Part-time
JOB04334,Database Administrator,Infosys,"Kolkata, West Bengal","We are looking for a Database Administrator to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Oracle, SQL, MySQL, Linux. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹10-16 LPA,Internship
JOB04335,Software Engineer,Mphasis,"Chennai, Tamil Nadu","We are looking for a Software Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, Java. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹4-7 LPA,Full-time
JOB04336,SQL Developer,Oracle,"Bengaluru, Karnataka","We are looking for a SQL Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include ETL, PostgreSQL, Database, SQL. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹4-7 LPA,Part-time
JOB04337,Machine Learning Engineer,Amazon,"Pune, Maharashtra","We are looking for a Machine Learning Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, Python. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹6-10 LPA,Internship
JOB04338,Python Developer,Genpact,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Python, Flask, SQL, REST API. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹3-5 LPA,Contract
JOB04339,Data Scientist,Accenture,"Delhi, India","We are looking for a Data Scientist to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Machine Learning, Scikit-learn, Pandas. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹6-10 LPA,Part-time
JOB04340,Software Engineer,Mphasis,Remote,"We are looking for a Software Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Git, Java, Data Structures, Python. Candidates should have Fresher of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,B.Tech,₹12-20 LPA,Part-time
JOB04341,Python Developer,Microsoft,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Flask, Django, REST API. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹6-10 LPA,Part-time
JOB04342,Web Developer,Persistent Systems,"Delhi, India","We are looking for a Web Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Git, CSS, HTML. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,Not Disclosed,Part-time
JOB04343,DevOps Engineer,IBM,"Hyderabad, Telangana","We are looking for a DevOps Engineer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Jenkins, Linux, Kubernetes. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹10-16 LPA,Contract
JOB04344,Machine Learning Engineer,Microsoft,"Pune, Maharashtra","We are looking for a Machine Learning Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include SQL, Machine Learning, TensorFlow, Python, NLP. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹5-8 LPA,Contract
JOB04345,AI Engineer,Google,"Gurugram, Haryana","We are looking for a AI Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, TensorFlow, Machine Learning. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,Not Disclosed,Internship
JOB04346,Python Developer,LTIMindtree,"Jaipur, Rajasthan","We are looking for a Python Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Django, Python, REST API, SQL, Flask. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹12-20 LPA,Full-time
JOB04347,AI Engineer,HCLTech,"Jaipur, Rajasthan","We are looking for a AI Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Python, NLP, Deep Learning, TensorFlow. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹3-5 LPA,Part-time
JOB04348,Data Scientist,Mphasis,"Hyderabad, Telangana","We are looking for a Data Scientist to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include SQL, Scikit-learn, Python, Pandas, Machine Learning. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹10-16 LPA,Remote
JOB04349,Full Stack Developer,Accenture,"Gurugram, Haryana","We are looking for a Full Stack Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include HTML, Node.js, CSS, React, JavaScript. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹12-20 LPA,Contract
JOB04350,Java Developer,Zoho,"Kolkata, West Bengal","We are looking for a Java Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Git, REST API, Java, Spring Boot, SQL. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹6-10 LPA,Part-time
JOB04351,Data Engineer,Tech Mahindra,Remote,"We are looking for a Data Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include AWS, ETL, Spark, SQL, Python. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹8-12 LPA,Remote
JOB04352,Cybersecurity Analyst,Wipro,"Bengaluru, Karnataka","We are looking for a Cybersecurity Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Networking, Python, SIEM. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹8-12 LPA,Part-time
JOB04353,SQL Developer,HCLTech,"Jaipur, Rajasthan","We are looking for a SQL Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include MySQL, SQL, ETL, Database. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,Not Disclosed,Contract
JOB04354,Cloud Engineer,Microsoft,"Jaipur, Rajasthan","We are looking for a Cloud Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Azure, Docker, AWS. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹6-10 LPA,Part-time
